"tab_code","表章項目","cat01_code","在留資格（在留目的）","cat03_code","国籍","time_code","時間軸（年次）","unit","value"
"101","人数","1160","教育","100","アジア","2007000000","2007年","人","391"
"101","人数","1160","教育","100","アジア","2006000000","2006年","人","359"
"101","人数","1160","教育","130","アフガニスタン","2011000000","2011年","人","-"
"101","人数","1160","教育","130","アフガニスタン","2010000000","2010年","人","-"
"101","人数","1160","教育","130","アフガニスタン","2009000000","2009年","人","-"
"101","人数","1160","教育","130","アフガニスタン","2008000000","2008年","人","-"
"101","人数","1160","教育","130","アフガニスタン","2007000000","2007年","人","-"
"101","人数","1160","教育","130","アフガニスタン","2006000000","2006年","人","-"
"101","人数","1160","教育","147","アラブ首長国連邦","2011000000","2011年","人","-"
"101","人数","1160","教育","147","アラブ首長国連邦","2010000000","2010年","人","-"
"101","人数","1160","教育","147","アラブ首長国連邦","2009000000","2009年","人","-"
"101","人数","1160","教育","147","アラブ首長国連邦","2008000000","2008年","人","-"
"101","人数","1160","教育","147","アラブ首長国連邦","2007000000","2007年","人","-"
"101","人数","1160","教育","147","アラブ首長国連邦","2006000000","2006年","人","-"
"101","人数","1160","教育","122","ミャンマー","2011000000","2011年","人","-"
"101","人数","1160","教育","122","ミャンマー","2010000000","2010年","人","1"
"101","人数","1160","教育","122","ミャンマー","2009000000","2009年","人","-"
"101","人数","1160","教育","122","ミャンマー","2008000000","2008年","人","-"
"101","人数","1160","教育","122","ミャンマー","2007000000","2007年","人","-"
"101","人数","1160","教育","122","ミャンマー","2006000000","2006年","人","-"
"101","人数","1160","教育","135","バーレーン","2011000000","2011年","人","-"
"101","人数","1160","教育","135","バーレーン","2010000000","2010年","人","-"
"101","人数","1160","教育","135","バーレーン","2009000000","2009年","人","-"
"101","人数","1160","教育","135","バーレーン","2008000000","2008年","人","-"
"101","人数","1160","教育","135","バーレーン","2007000000","2007年","人","-"
"101","人数","1160","教育","135","バーレーン","2006000000","2006年","人","-"
"101","人数","1160","教育","132","ブータン","2011000000","2011年","人","1"
"101","人数","1160","教育","132","ブータン","2010000000","2010年","人","1"
"101","人数","1160","教育","132","ブータン","2009000000","2009年","人","1"
"101","人数","1160","教育","132","ブータン","2008000000","2008年","人","1"
"101","人数","1160","教育","132","ブータン","2007000000","2007年","人","1"
"101","人数","1160","教育","132","ブータン","2006000000","2006年","人","-"
"101","人数","1160","教育","127","バングラデシュ","2011000000","2011年","人","10"
"101","人数","1160","教育","127","バングラデシュ","2010000000","2010年","人","10"
"101","人数","1160","教育","127","バングラデシュ","2009000000","2009年","人","6"
"101","人数","1160","教育","127","バングラデシュ","2008000000","2008年","人","5"
"101","人数","1160","教育","127","バングラデシュ","2007000000","2007年","人","3"
"101","人数","1160","教育","127","バングラデシュ","2006000000","2006年","人","1"
"101","人数","1160","教育","116","ブルネイ","2011000000","2011年","人","-"
"101","人数","1160","教育","116","ブルネイ","2010000000","2010年","人","-"
"101","人数","1160","教育","116","ブルネイ","2009000000","2009年","人","-"
"101","人数","1160","教育","116","ブルネイ","2008000000","2008年","人","-"
"101","人数","1160","教育","116","ブルネイ","2007000000","2007年","人","-"
"101","人数","1160","教育","116","ブルネイ","2006000000","2006年","人","-"
"101","人数","1160","教育","120","カンボジア","2011000000","2011年","人","-"
"101","人数","1160","教育","120","カンボジア","2010000000","2010年","人","-"
"101","人数","1160","教育","120","カンボジア","2009000000","2009年","人","-"
"101","人数","1160","教育","120","カンボジア","2008000000","2008年","人","-"
"101","人数","1160","教育","120","カンボジア","2007000000","2007年","人","-"
"101","人数","1160","教育","120","カンボジア","2006000000","2006年","人","-"
"101","人数","1160","教育","125","スリランカ","2011000000","2011年","人","8"
"101","人数","1160","教育","125","スリランカ","2010000000","2010年","人","6"
"101","人数","1160","教育","125","スリランカ","2009000000","2009年","人","2"
"101","人数","1160","教育","125","スリランカ","2008000000","2008年","人","2"
"101","人数","1160","教育","125","スリランカ","2007000000","2007年","人","2"
"101","人数","1160","教育","125","スリランカ","2006000000","2006年","人","2"
"101","人数","1160","教育","105","中国","2011000000","2011年","人","103"
"101","人数","1160","教育","105","中国","2010000000","2010年","人","101"
"101","人数","1160","教育","105","中国","2009000000","2009年","人","104"
"101","人数","1160","教育","105","中国","2008000000","2008年","人","99"
"101","人数","1160","教育","105","中国","2007000000","2007年","人","101"
"101","人数","1160","教育","105","中国","2006000000","2006年","人","109"
"101","人数","1160","教育","233","キプロス","2011000000","2011年","人","-"
"101","人数","1160","教育","233","キプロス","2010000000","2010年","人","-"
"101","人数","1160","教育","233","キプロス","2009000000","2009年","人","-"
"101","人数","1160","教育","233","キプロス","2008000000","2008年","人","-"
"101","人数","1160","教育","233","キプロス","2007000000","2007年","人","-"
"101","人数","1160","教育","233","キプロス","2006000000","2006年","人","-"
"101","人数","1160","教育","128","東ティモール","2011000000","2011年","人","-"
"101","人数","1160","教育","128","東ティモール","2010000000","2010年","人","-"
"101","人数","1160","教育","128","東ティモール","2009000000","2009年","人","-"
"101","人数","1160","教育","128","東ティモール","2008000000","2008年","人","-"
"101","人数","1160","教育","128","東ティモール","2007000000","2007年","人","-"
"101","人数","1160","教育","128","東ティモール","2006000000","2006年","人","-"
"101","人数","1160","教育","123","インド","2011000000","2011年","人","32"
"101","人数","1160","教育","123","インド","2010000000","2010年","人","37"
"101","人数","1160","教育","123","インド","2009000000","2009年","人","33"
"101","人数","1160","教育","123","インド","2008000000","2008年","人","42"
"101","人数","1160","教育","123","インド","2007000000","2007年","人","41"
"101","人数","1160","教育","123","インド","2006000000","2006年","人","40"
"101","人数","1160","教育","118","インドネシア","2011000000","2011年","人","5"
"101","人数","1160","教育","118","インドネシア","2010000000","2010年","人","3"
"101","人数","1160","教育","118","インドネシア","2009000000","2009年","人","2"
"101","人数","1160","教育","118","インドネシア","2008000000","2008年","人","3"
"101","人数","1160","教育","118","インドネシア","2007000000","2007年","人","2"
"101","人数","1160","教育","118","インドネシア","2006000000","2006年","人","2"
"101","人数","1160","教育","133","イラン","2011000000","2011年","人","1"
"101","人数","1160","教育","133","イラン","2010000000","2010年","人","1"
"101","人数","1160","教育","133","イラン","2009000000","2009年","人","1"
"101","人数","1160","教育","133","イラン","2008000000","2008年","人","1"
"101","人数","1160","教育","133","イラン","2007000000","2007年","人","1"
"101","人数","1160","教育","133","イラン","2006000000","2006年","人","1"
"101","人数","1160","教育","134","イラク","2011000000","2011年","人","-"
"101","人数","1160","教育","134","イラク","2010000000","2010年","人","-"
"101","人数","1160","教育","134","イラク","2009000000","2009年","人","-"
"101","人数","1160","教育","134","イラク","2008000000","2008年","人","-"
"101","人数","1160","教育","134","イラク","2007000000","2007年","人","-"
"101","人数","1160","教育","134","イラク","2006000000","2006年","人","-"
"101","人数","1160","教育","143","イスラエル","2011000000","2011年","人","-"
"101","人数","1160","教育","143","イスラエル","2010000000","2010年","人","-"
"101","人数","1160","教育","143","イスラエル","2009000000","2009年","人","1"
"101","人数","1160","教育","143","イスラエル","2008000000","2008年","人","2"
"101","人数","1160","教育","143","イスラエル","2007000000","2007年","人","2"
"101","人数","1160","教育","143","イスラエル","2006000000","2006年","人","2"
"101","人数","1160","教育","144","ヨルダン","2011000000","2011年","人","-"
"101","人数","1160","教育","144","ヨルダン","2010000000","2010年","人","-"
"101","人数","1160","教育","144","ヨルダン","2009000000","2009年","人","-"
"101","人数","1160","教育","144","ヨルダン","2008000000","2008年","人","-"
"101","人数","1160","教育","144","ヨルダン","2007000000","2007年","人","-"
"101","人数","1160","教育","144","ヨルダン","2006000000","2006年","人","-"
"101","人数","1160","教育","901","韓国・朝鮮","2011000000","2011年","人","97"
"101","人数","1160","教育","901","韓国・朝鮮","2010000000","2010年","人","90"
"101","人数","1160","教育","901","韓国・朝鮮","2009000000","2009年","人","94"
"101","人数","1160","教育","901","韓国・朝鮮","2008000000","2008年","人","86"
"101","人数","1160","教育","901","韓国・朝鮮","2007000000","2007年","人","85"
"101","人数","1160","教育","901","韓国・朝鮮","2006000000","2006年","人","85"
"101","人数","1160","教育","138","クウェート","2011000000","2011年","人","-"
"101","人数","1160","教育","138","クウェート","2010000000","2010年","人","-"
"101","人数","1160","教育","138","クウェート","2009000000","2009年","人","-"
"101","人数","1160","教育","138","クウェート","2008000000","2008年","人","-"
"101","人数","1160","教育","138","クウェート","2007000000","2007年","人","-"
"101","人数","1160","教育","138","クウェート","2006000000","2006年","人","-"
"101","人数","1160","教育","121","ラオス","2011000000","2011年","人","-"
"101","人数","1160","教育","121","ラオス","2010000000","2010年","人","-"
"101","人数","1160","教育","121","ラオス","2009000000","2009年","人","-"
"101","人数","1160","教育","121","ラオス","2008000000","2008年","人","-"
"101","人数","1160","教育","121","ラオス","2007000000","2007年","人","-"
"101","人数","1160","教育","121","ラオス","2006000000","2006年","人","-"
"101","人数","1160","教育","146","レバノン","2011000000","2011年","人","-"
"101","人数","1160","教育","146","レバノン","2010000000","2010年","人","-"
"101","人数","1160","教育","146","レバノン","2009000000","2009年","人","-"
"101","人数","1160","教育","146","レバノン","2008000000","2008年","人","-"
"101","人数","1160","教育","146","レバノン","2007000000","2007年","人","-"
"101","人数","1160","教育","146","レバノン","2006000000","2006年","人","-"
"101","人数","1160","教育","113","マレーシア","2011000000","2011年","人","4"
"101","人数","1160","教育","113","マレーシア","2010000000","2010年","人","5"
"101","人数","1160","教育","113","マレーシア","2009000000","2009年","人","5"
"101","人数","1160","教育","113","マレーシア","2008000000","2008年","人","4"
"101","人数","1160","教育","113","マレーシア","2007000000","2007年","人","5"
"101","人数","1160","教育","113","マレーシア","2006000000","2006年","人","3"
"101","人数","1160","教育","107","モンゴル","2011000000","2011年","人","3"
"101","人数","1160","教育","107","モンゴル","2010000000","2010年","人","3"
"101","人数","1160","教育","107","モンゴル","2009000000","2009年","人","3"
"101","人数","1160","教育","107","モンゴル","2008000000","2008年","人","2"
"101","人数","1160","教育","107","モンゴル","2007000000","2007年","人","1"
"101","人数","1160","教育","107","モンゴル","2006000000","2006年","人","-"
"101","人数","1160","教育","141","オマーン","2011000000","2011年","人","-"
"101","人数","1160","教育","141","オマーン","2010000000","2010年","人","-"
"101","人数","1160","教育","141","オマーン","2009000000","2009年","人","-"
"101","人数","1160","教育","141","オマーン","2008000000","2008年","人","-"
"101","人数","1160","教育","141","オマーン","2007000000","2007年","人","-"
"101","人数","1160","教育","141","オマーン","2006000000","2006年","人","-"
"101","人数","1160","教育","126","モルディブ","2011000000","2011年","人","-"
"101","人数","1160","教育","126","モルディブ","2010000000","2010年","人","-"
"101","人数","1160","教育","126","モルディブ","2009000000","2009年","人","-"
"101","人数","1160","教育","126","モルディブ","2008000000","2008年","人","-"
"101","人数","1160","教育","126","モルディブ","2007000000","2007年","人","-"
"101","人数","1160","教育","126","モルディブ","2006000000","2006年","人","-"
"101","人数","1160","教育","131","ネパール","2011000000","2011年","人","14"
"101","人数","1160","教育","131","ネパール","2010000000","2010年","人","14"
"101","人数","1160","教育","131","ネパール","2009000000","2009年","人","7"
"101","人数","1160","教育","131","ネパール","2008000000","2008年","人","4"
"101","人数","1160","教育","131","ネパール","2007000000","2007年","人","2"
"101","人数","1160","教育","131","ネパール","2006000000","2006年","人","1"
"101","人数","1160","教育","124","パキスタン","2011000000","2011年","人","6"
"101","人数","1160","教育","124","パキスタン","2010000000","2010年","人","5"
"101","人数","1160","教育","124","パキスタン","2009000000","2009年","人","3"
"101","人数","1160","教育","124","パキスタン","2008000000","2008年","人","3"
"101","人数","1160","教育","124","パキスタン","2007000000","2007年","人","3"
"101","人数","1160","教育","124","パキスタン","2006000000","2006年","人","1"
"101","人数","1160","教育","117","フィリピン","2011000000","2011年","人","207"
"101","人数","1160","教育","117","フィリピン","2010000000","2010年","人","159"
"101","人数","1160","教育","117","フィリピン","2009000000","2009年","人","117"
"101","人数","1160","教育","117","フィリピン","2008000000","2008年","人","117"
"101","人数","1160","教育","117","フィリピン","2007000000","2007年","人","88"
"101","人数","1160","教育","117","フィリピン","2006000000","2006年","人","67"
"101","人数","1160","教育","140","カタール","2011000000","2011年","人","-"
"101","人数","1160","教育","140","カタール","2010000000","2010年","人","-"
"101","人数","1160","教育","140","カタール","2009000000","2009年","人","-"
"101","人数","1160","教育","140","カタール","2008000000","2008年","人","-"
"101","人数","1160","教育","140","カタール","2007000000","2007年","人","-"
"101","人数","1160","教育","140","カタール","2006000000","2006年","人","-"
"101","人数","1160","教育","137","サウジアラビア","2011000000","2011年","人","-"
"101","人数","1160","教育","137","サウジアラビア","2010000000","2010年","人","-"
"101","人数","1160","教育","137","サウジアラビア","2009000000","2009年","人","1"
"101","人数","1160","教育","137","サウジアラビア","2008000000","2008年","人","1"
"101","人数","1160","教育","137","サウジアラビア","2007000000","2007年","人","1"
"101","人数","1160","教育","137","サウジアラビア","2006000000","2006年","人","1"
"101","人数","1160","教育","145","シリア","2011000000","2011年","人","-"
"101","人数","1160","教育","145","シリア","2010000000","2010年","人","1"
"101","人数","1160","教育","145","シリア","2009000000","2009年","人","-"
"101","人数","1160","教育","145","シリア","2008000000","2008年","人","-"
"101","人数","1160","教育","145","シリア","2007000000","2007年","人","1"
"101","人数","1160","教育","145","シリア","2006000000","2006年","人","1"
"101","人数","1160","教育","112","シンガポール","2011000000","2011年","人","57"
"101","人数","1160","教育","112","シンガポール","2010000000","2010年","人","56"
"101","人数","1160","教育","112","シンガポール","2009000000","2009年","人","57"
"101","人数","1160","教育","112","シンガポール","2008000000","2008年","人","52"
"101","人数","1160","教育","112","シンガポール","2007000000","2007年","人","39"
"101","人数","1160","教育","112","シンガポール","2006000000","2006年","人","31"
"101","人数","1160","教育","111","タイ","2011000000","2011年","人","2"
"101","人数","1160","教育","111","タイ","2010000000","2010年","人","-"
"101","人数","1160","教育","111","タイ","2009000000","2009年","人","-"
"101","人数","1160","教育","111","タイ","2008000000","2008年","人","1"
"101","人数","1160","教育","111","タイ","2007000000","2007年","人","1"
"101","人数","1160","教育","111","タイ","2006000000","2006年","人","2"
"101","人数","1160","教育","234","トルコ","2011000000","2011年","人","5"
"101","人数","1160","教育","234","トルコ","2010000000","2010年","人","8"
"101","人数","1160","教育","234","トルコ","2009000000","2009年","人","12"
"101","人数","1160","教育","234","トルコ","2008000000","2008年","人","11"
"101","人数","1160","教育","234","トルコ","2007000000","2007年","人","11"
"101","人数","1160","教育","234","トルコ","2006000000","2006年","人","9"
"101","人数","1160","教育","110","ベトナム","2011000000","2011年","人","1"
"101","人数","1160","教育","110","ベトナム","2010000000","2010年","人","1"
"101","人数","1160","教育","110","ベトナム","2009000000","2009年","人","1"
"101","人数","1160","教育","110","ベトナム","2008000000","2008年","人","-"
"101","人数","1160","教育","110","ベトナム","2007000000","2007年","人","1"
"101","人数","1160","教育","110","ベトナム","2006000000","2006年","人","1"
"101","人数","1160","教育","149","イエメン","2011000000","2011年","人","-"
"101","人数","1160","教育","149","イエメン","2010000000","2010年","人","-"
"101","人数","1160","教育","149","イエメン","2009000000","2009年","人","-"
"101","人数","1160","教育","149","イエメン","2008000000","2008年","人","-"
"101","人数","1160","教育","149","イエメン","2007000000","2007年","人","-"
"101","人数","1160","教育","149","イエメン","2006000000","2006年","人","-"
"101","人数","1160","教育","902","パレスチナ","2011000000","2011年","人","-"
"101","人数","1160","教育","902","パレスチナ","2010000000","2010年","人","-"
"101","人数","1160","教育","902","パレスチナ","2009000000","2009年","人","-"
"101","人数","1160","教育","902","パレスチナ","2008000000","2008年","人","-"
"101","人数","1160","教育","902","パレスチナ","2007000000","2007年","人","-"
"101","人数","1160","教育","200","ヨーロッパ","2011000000","2011年","人","1627"
"101","人数","1160","教育","200","ヨーロッパ","2010000000","2010年","人","1620"
"101","人数","1160","教育","200","ヨーロッパ","2009000000","2009年","人","1586"
"101","人数","1160","教育","200","ヨーロッパ","2008000000","2008年","人","1613"
"101","人数","1160","教育","200","ヨーロッパ","2007000000","2007年","人","1668"
"101","人数","1160","教育","200","ヨーロッパ","2006000000","2006年","人","1684"
"101","人数","1160","教育","229","アルバニア","2011000000","2011年","人","-"
"101","人数","1160","教育","229","アルバニア","2010000000","2010年","人","-"
"101","人数","1160","教育","229","アルバニア","2009000000","2009年","人","-"
"101","人数","1160","教育","229","アルバニア","2008000000","2008年","人","-"
"101","人数","1160","教育","229","アルバニア","2007000000","2007年","人","-"
"101","人数","1160","教育","229","アルバニア","2006000000","2006年","人","-"
"101","人数","1160","教育","225","オーストリア","2011000000","2011年","人","6"
"101","人数","1160","教育","225","オーストリア","2010000000","2010年","人","5"
"101","人数","1160","教育","225","オーストリア","2009000000","2009年","人","3"
"101","人数","1160","教育","225","オーストリア","2008000000","2008年","人","5"
"101","人数","1160","教育","225","オーストリア","2007000000","2007年","人","9"
"101","人数","1160","教育","225","オーストリア","2006000000","2006年","人","6"
"101","人数","1160","教育","208","ベルギー","2011000000","2011年","人","3"
"101","人数","1160","教育","208","ベルギー","2010000000","2010年","人","5"
"101","人数","1160","教育","208","ベルギー","2009000000","2009年","人","5"
"101","人数","1160","教育","208","ベルギー","2008000000","2008年","人","6"
"101","人数","1160","教育","208","ベルギー","2007000000","2007年","人","5"
"101","人数","1160","教育","208","ベルギー","2006000000","2006年","人","3"
"101","人数","1160","教育","232","ブルガリア","2011000000","2011年","人","1"
"101","人数","1160","教育","232","ブルガリア","2010000000","2010年","人","1"
"101","人数","1160","教育","232","ブルガリア","2009000000","2009年","人","2"
"101","人数","1160","教育","232","ブルガリア","2008000000","2008年","人","2"
"101","人数","1160","教育","232","ブルガリア","2007000000","2007年","人","3"
"101","人数","1160","教育","232","ブルガリア","2006000000","2006年","人","3"
"101","人数","1160","教育","239","ベラルーシ","2011000000","2011年","人","-"
"101","人数","1160","教育","239","ベラルーシ","2010000000","2010年","人","-"
"101","人数","1160","教育","239","ベラルーシ","2009000000","2009年","人","-"
"101","人数","1160","教育","239","ベラルーシ","2008000000","2008年","人","-"
"101","人数","1160","教育","239","ベラルーシ","2007000000","2007年","人","-"
"101","人数","1160","教育","239","ベラルーシ","2006000000","2006年","人","-"
"101","人数","1160","教育","241","クロアチア","2011000000","2011年","人","1"
"101","人数","1160","教育","241","クロアチア","2010000000","2010年","人","-"
"101","人数","1160","教育","241","クロアチア","2009000000","2009年","人","-"
"101","人数","1160","教育","241","クロアチア","2008000000","2008年","人","-"
"101","人数","1160","教育","241","クロアチア","2007000000","2007年","人","-"
"101","人数","1160","教育","241","クロアチア","2006000000","2006年","人","-"
"101","人数","1160","教育","245","チェコ","2011000000","2011年","人","1"
"101","人数","1160","教育","245","チェコ","2010000000","2010年","人","1"
"101","人数","1160","教育","245","チェコ","2009000000","2009年","人","1"
"101","人数","1160","教育","245","チェコ","2008000000","2008年","人","-"
"101","人数","1160","教育","245","チェコ","2007000000","2007年","人","1"
"101","人数","1160","教育","245","チェコ","2006000000","2006年","人","2"
"101","人数","1160","教育","204","デンマーク","2011000000","2011年","人","1"
"101","人数","1160","教育","204","デンマーク","2010000000","2010年","人","1"
"101","人数","1160","教育","204","デンマーク","2009000000","2009年","人","-"
"101","人数","1160","教育","204","デンマーク","2008000000","2008年","人","-"
"101","人数","1160","教育","204","デンマーク","2007000000","2007年","人","-"
"101","人数","1160","教育","204","デンマーク","2006000000","2006年","人","-"
"101","人数","1160","教育","235","エストニア","2011000000","2011年","人","-"
"101","人数","1160","教育","235","エストニア","2010000000","2010年","人","-"
"101","人数","1160","教育","235","エストニア","2009000000","2009年","人","-"
"101","人数","1160","教育","235","エストニア","2008000000","2008年","人","-"
"101","人数","1160","教育","235","エストニア","2007000000","2007年","人","-"
"101","人数","1160","教育","235","エストニア","2006000000","2006年","人","-"
"101","人数","1160","教育","222","フィンランド","2011000000","2011年","人","6"
"101","人数","1160","教育","222","フィンランド","2010000000","2010年","人","3"
"101","人数","1160","教育","222","フィンランド","2009000000","2009年","人","4"
"101","人数","1160","教育","222","フィンランド","2008000000","2008年","人","4"
"101","人数","1160","教育","222","フィンランド","2007000000","2007年","人","3"
"101","人数","1160","教育","222","フィンランド","2006000000","2006年","人","3"
"101","人数","1160","教育","210","フランス","2011000000","2011年","人","65"
"101","人数","1160","教育","210","フランス","2010000000","2010年","人","72"
"101","人数","1160","教育","210","フランス","2009000000","2009年","人","73"
"101","人数","1160","教育","210","フランス","2008000000","2008年","人","78"
"101","人数","1160","教育","210","フランス","2007000000","2007年","人","75"
"101","人数","1160","教育","210","フランス","2006000000","2006年","人","67"
"101","人数","1160","教育","213","ドイツ","2011000000","2011年","人","38"
"101","人数","1160","教育","213","ドイツ","2010000000","2010年","人","52"
"101","人数","1160","教育","213","ドイツ","2009000000","2009年","人","43"
"101","人数","1160","教育","213","ドイツ","2008000000","2008年","人","47"
"101","人数","1160","教育","213","ドイツ","2007000000","2007年","人","42"
"101","人数","1160","教育","213","ドイツ","2006000000","2006年","人","44"
"101","人数","1160","教育","230","ギリシャ","2011000000","2011年","人","-"
"101","人数","1160","教育","230","ギリシャ","2010000000","2010年","人","-"
"101","人数","1160","教育","230","ギリシャ","2009000000","2009年","人","-"
"101","人数","1160","教育","230","ギリシャ","2008000000","2008年","人","-"
"101","人数","1160","教育","230","ギリシャ","2007000000","2007年","人","1"
"101","人数","1160","教育","230","ギリシャ","2006000000","2006年","人","1"
"101","人数","1160","教育","227","ハンガリー","2011000000","2011年","人","4"
"101","人数","1160","教育","227","ハンガリー","2010000000","2010年","人","2"
"101","人数","1160","教育","227","ハンガリー","2009000000","2009年","人","4"
"101","人数","1160","教育","227","ハンガリー","2008000000","2008年","人","4"
"101","人数","1160","教育","227","ハンガリー","2007000000","2007年","人","3"
"101","人数","1160","教育","227","ハンガリー","2006000000","2006年","人","2"
"101","人数","1160","教育","201","アイスランド","2011000000","2011年","人","1"
"101","人数","1160","教育","201","アイスランド","2010000000","2010年","人","1"
"101","人数","1160","教育","201","アイスランド","2009000000","2009年","人","-"
"101","人数","1160","教育","201","アイスランド","2008000000","2008年","人","-"
"101","人数","1160","教育","201","アイスランド","2007000000","2007年","人","-"
"101","人数","1160","教育","201","アイスランド","2006000000","2006年","人","-"
"101","人数","1160","教育","206","アイルランド","2011000000","2011年","人","166"
"101","人数","1160","教育","206","アイルランド","2010000000","2010年","人","175"
"101","人数","1160","教育","206","アイルランド","2009000000","2009年","人","155"
"101","人数","1160","教育","206","アイルランド","2008000000","2008年","人","131"
"101","人数","1160","教育","206","アイルランド","2007000000","2007年","人","163"
"101","人数","1160","教育","206","アイルランド","2006000000","2006年","人","173"
"101","人数","1160","教育","220","イタリア","2011000000","2011年","人","6"
"101","人数","1160","教育","220","イタリア","2010000000","2010年","人","5"
"101","人数","1160","教育","220","イタリア","2009000000","2009年","人","5"
"101","人数","1160","教育","220","イタリア","2008000000","2008年","人","3"
"101","人数","1160","教育","220","イタリア","2007000000","2007年","人","5"
"101","人数","1160","教育","220","イタリア","2006000000","2006年","人","5"
"101","人数","1160","教育","154","キルギス","2011000000","2011年","人","-"
"101","人数","1160","教育","154","キルギス","2010000000","2010年","人","-"
"101","人数","1160","教育","154","キルギス","2009000000","2009年","人","-"
"101","人数","1160","教育","154","キルギス","2008000000","2008年","人","-"
"101","人数","1160","教育","154","キルギス","2007000000","2007年","人","-"
"101","人数","1160","教育","154","キルギス","2006000000","2006年","人","-"
"101","人数","1160","教育","153","カザフスタン","2011000000","2011年","人","-"
"101","人数","1160","教育","153","カザフスタン","2010000000","2010年","人","1"
"101","人数","1160","教育","153","カザフスタン","2009000000","2009年","人","1"
"101","人数","1160","教育","153","カザフスタン","2008000000","2008年","人","1"
"101","人数","1160","教育","153","カザフスタン","2007000000","2007年","人","1"
"101","人数","1160","教育","153","カザフスタン","2006000000","2006年","人","1"
"101","人数","1160","教育","291","リヒテンシュタイン","2011000000","2011年","人","-"
"101","人数","1160","教育","291","リヒテンシュタイン","2010000000","2010年","人","-"
"101","人数","1160","教育","291","リヒテンシュタイン","2009000000","2009年","人","-"
"101","人数","1160","教育","291","リヒテンシュタイン","2008000000","2008年","人","-"
"101","人数","1160","教育","291","リヒテンシュタイン","2007000000","2007年","人","-"
"101","人数","1160","教育","291","リヒテンシュタイン","2006000000","2006年","人","-"
"101","人数","1160","教育","209","ルクセンブルク","2011000000","2011年","人","-"
"101","人数","1160","教育","209","ルクセンブルク","2010000000","2010年","人","1"
"101","人数","1160","教育","209","ルクセンブルク","2009000000","2009年","人","1"
"101","人数","1160","教育","209","ルクセンブルク","2008000000","2008年","人","1"
"101","人数","1160","教育","209","ルクセンブルク","2007000000","2007年","人","1"
"101","人数","1160","教育","209","ルクセンブルク","2006000000","2006年","人","1"
"101","人数","1160","教育","236","ラトビア","2011000000","2011年","人","1"
"101","人数","1160","教育","236","ラトビア","2010000000","2010年","人","1"
"101","人数","1160","教育","236","ラトビア","2009000000","2009年","人","-"
"101","人数","1160","教育","236","ラトビア","2008000000","2008年","人","-"
"101","人数","1160","教育","236","ラトビア","2007000000","2007年","人","-"
"101","人数","1160","教育","236","ラトビア","2006000000","2006年","人","-"
"101","人数","1160","教育","237","リトアニア","2011000000","2011年","人","-"
"101","人数","1160","教育","237","リトアニア","2010000000","2010年","人","-"
"101","人数","1160","教育","237","リトアニア","2009000000","2009年","人","-"
"101","人数","1160","教育","237","リトアニア","2008000000","2008年","人","-"
"101","人数","1160","教育","237","リトアニア","2007000000","2007年","人","-"
"101","人数","1160","教育","237","リトアニア","2006000000","2006年","人","-"
"101","人数","1160","教育","221","マルタ","2011000000","2011年","人","-"
"101","人数","1160","教育","221","マルタ","2010000000","2010年","人","-"
"101","人数","1160","教育","221","マルタ","2009000000","2009年","人","-"
"101","人数","1160","教育","221","マルタ","2008000000","2008年","人","-"
"101","人数","1160","教育","221","マルタ","2007000000","2007年","人","-"
"101","人数","1160","教育","221","マルタ","2006000000","2006年","人","-"
"101","人数","1160","教育","240","モルドバ","2011000000","2011年","人","-"
"101","人数","1160","教育","240","モルドバ","2010000000","2010年","人","-"
"101","人数","1160","教育","240","モルドバ","2009000000","2009年","人","-"
"101","人数","1160","教育","240","モルドバ","2008000000","2008年","人","-"
"101","人数","1160","教育","240","モルドバ","2007000000","2007年","人","-"
"101","人数","1160","教育","240","モルドバ","2006000000","2006年","人","-"
"101","人数","1160","教育","244","マケドニア","2011000000","2011年","人","-"
"101","人数","1160","教育","244","マケドニア","2010000000","2010年","人","-"
"101","人数","1160","教育","244","マケドニア","2009000000","2009年","人","-"
"101","人数","1160","教育","244","マケドニア","2008000000","2008年","人","-"
"101","人数","1160","教育","244","マケドニア","2007000000","2007年","人","-"
"101","人数","1160","教育","244","マケドニア","2006000000","2006年","人","-"
"101","人数","1160","教育","207","オランダ","2011000000","2011年","人","9"
"101","人数","1160","教育","207","オランダ","2010000000","2010年","人","6"
"101","人数","1160","教育","207","オランダ","2009000000","2009年","人","5"
"101","人数","1160","教育","207","オランダ","2008000000","2008年","人","6"
"101","人数","1160","教育","207","オランダ","2007000000","2007年","人","8"
"101","人数","1160","教育","207","オランダ","2006000000","2006年","人","12"
"101","人数","1160","教育","202","ノルウェー","2011000000","2011年","人","3"
"101","人数","1160","教育","202","ノルウェー","2010000000","2010年","人","3"
"101","人数","1160","教育","202","ノルウェー","2009000000","2009年","人","2"
"101","人数","1160","教育","202","ノルウェー","2008000000","2008年","人","1"
"101","人数","1160","教育","202","ノルウェー","2007000000","2007年","人","1"
"101","人数","1160","教育","202","ノルウェー","2006000000","2006年","人","2"
"101","人数","1160","教育","223","ポーランド","2011000000","2011年","人","4"
"101","人数","1160","教育","223","ポーランド","2010000000","2010年","人","2"
"101","人数","1160","教育","223","ポーランド","2009000000","2009年","人","2"
"101","人数","1160","教育","223","ポーランド","2008000000","2008年","人","2"
"101","人数","1160","教育","223","ポーランド","2007000000","2007年","人","2"
"101","人数","1160","教育","223","ポーランド","2006000000","2006年","人","-"
